,display_size,Resolution,Processor,RAM,Hard_Drive,Battery_Life,Price,Brand,Weight,Color,Processor_Brand,Processor_Count
477,15.6,1366 x 768 Pixels,1.6,8.0,128.0,12.0,569.99,HP,4.0,Silver,Intel,1.0
478,14.0,1920 x 1080 Pixels,3.9,8.0,256.0,3.0,460.0,HP,4.0,Gray,Intel,1.0
479,14.0,1920 x 1080 Pixels,4.1,16.0,512.0,3.0,784.0,Lenovo,3.0,Gray,AMD,8.0
480,15.6,1920 x 1080 Pixels,2.6,4.0,256.0,3.0,477.0,HP,3.0,Gray,Intel,2.0
481,15.6,1920 x 1080 Pixels,3.0,8.0,256.0,3.0,758.0,Acer,5.0,Black,AMD,2.0
482,15.6,1920 x 1080 Pixels,4.2,8.0,512.0,4.0,1074.0,LG,2.0,Black,Intel,4.0
483,15.6,1366 x 768 Pixels,3.0,8.0,128.0,3.0,685.0,Dell,4.0,Black,Intel,2.0
484,15.6,1920 x 1080 Pixels,2.8,32.0,128.0,3.0,1659.95,Dell,3.0,Black,Intel,4.0
485,14.0,1920 x 1080 Pixels,2.3,16.0,128.0,3.0,889.0,Dell,5.0,Gray,AMD,4.0
486,15.6,1366 x 768 Pixels,2.4,8.0,256.0,7.0,479.0,HP,3.0,Silver,AMD,2.0
487,14.0,1920 x 1080 Pixels,1.0,8.0,256.0,3.0,663.0,HP,3.0,Gold,Intel,4.0
488,14.0,1920 x 1080 Pixels,2.3,8.0,256.0,3.0,609.0,Acer,2.0,Silver,AMD,2.0
489,15.6,1920 x 1080 Pixels,1.2,8.0,256.0,3.0,549.0,HP,4.0,Gray,AMD,4.0
490,15.6,1920 x 1080 Pixels,2.4,12.0,256.0,7.0,748.0,HP,3.0,Black,Intel,4.0
491,15.6,1920 x 1080 Pixels,2.6,8.0,256.0,5.0,349.0,Bmax,4.0,Gray,Intel,4.0
492,15.6,1920 x 1080 Pixels,4.1,8.0,256.0,3.0,469.99,HP,5.0,Gray,Intel,4.0
493,14.0,1366 x 768 Pixels,1.2,4.0,128.0,3.0,389.0,HP,3.0,Silver,Intel,2.0
494,14.0,1366 x 768 Pixels,1.2,8.0,128.0,3.0,549.99,HP,3.0,Silver,Intel,2.0
495,15.6,1920 x 1080 Pixels,2.4,8.0,128.0,8.0,879.99,Acer,4.0,Gray,AMD,4.0
496,14.0,1920 x 1080 Pixels,1.6,8.0,512.0,3.0,719.0,Lenovo,3.0,Mica,Intel,4.0
497,14.0,2K,5.0,4.0,64.0,3.0,274.95,Fusion5,2.0,Gray,Intel,2.0
498,15.6,2K,2.7,8.0,128.0,3.0,699.99,Dell,1.0,Black,Intel,2.0
499,14.0,1920 x 1080 Pixels,1.1,8.0,256.0,3.0,359.99,TECLAST,2.0,Gray,Intel,4.0
500,13.3,1920 x 1080 Pixels,2.5,8.0,256.0,10.0,449.99,Avita,3.0,Gold,Intel,1.0
501,15.6,1280×720 Pixels,2.3,16.0,128.0,3.0,539.0,Dell,4.0,Gray,Intel,2.0
502,14.0,1366 x 768 Pixels,4.1,8.0,256.0,3.0,629.0,Dell,3.0,Black,Intel,2.0
503,14.0,1920 x 1080 Pixels,1.9,8.0,256.0,10.0,349.98,IProda,3.0,Silver,Intel,2.0
504,14.0,1366 x 768 Pixels,1.2,4.0,128.0,3.0,388.8,HP,3.0,Gold,Intel,2.0
505,14.0,1366 x 768 Pixels,1.0,8.0,256.0,3.0,569.99,HP,3.0,Gray,Intel,4.0
506,11.6,1366 x 768 Pixels,1.1,4.0,32.0,3.0,194.99,HP,1.0,Gray,Intel,2.0
507,15.6,2K,1.6,8.0,256.0,3.0,603.0,Dell,11.0,Black,Intel,4.0
508,15.6,1920 x 1080 Pixels,4.0,8.0,256.0,3.0,889.0,Lenovo,5.0,Black,AMD,6.0
509,13.3,4K,1.0,8.0,256.0,7.0,859.0,Dell,2.0,Gray,Intel,4.0
510,15.6,1366 x 768 Pixels,2.8,64.0,256.0,3.0,1579.0,Toshiba,4.0,Gray,Intel,4.0
511,14.0,1920 x 1080 Pixels,2.3,8.0,256.0,3.0,639.9,ASUS,2.0,Gray,AMD,6.0
512,15.6,1920 x 1080 Pixels,5.0,16.0,128.0,6.0,1438.0,Acer,4.0,Black,Intel,6.0
513,10.1,1280×720 Pixels,1.44,4.0,32.0,3.0,196.99,HBESTORE,2.0,Pink,Intel,4.0
514,15.6,1920 x 1080 Pixels,4.5,8.0,128.0,9.0,879.0,Acer,2.0,Black,Intel,4.0
515,13.3,1920 x 1080 Pixels,2.3,32.0,128.0,3.0,979.0,Dell,3.0,Gray,Intel,6.0
516,15.6,1920 x 1080 Pixels,2.5,8.0,512.0,6.0,849.0,ASUS,5.0,Black,Intel,4.0
517,15.6,1920 x 1080 Pixels,2.3,8.0,256.0,5.0,794.0,Lenovo,3.0,Black,AMD,6.0
518,15.6,1366 x 768 Pixels,1.2,4.0,512.0,3.0,409.99,HP,3.0,Silver,Intel,2.0
519,15.6,1920 x 1080 Pixels,1.1,4.0,128.0,3.0,359.0,HP,3.0,Gray,Intel,2.0
520,15.6,1366 x 768 Pixels,1.6,12.0,512.0,3.0,659.0,SHOXLAB,4.0,Blue,Intel,4.0
521,14.0,1920 x 1080 Pixels,2.3,8.0,256.0,3.0,589.0,Lenovo,3.0,Gray,AMD,6.0
522,13.3,1920 x 1080 Pixels,4.7,8.0,512.0,6.0,919.99,ASUS,2.0,Black,Intel,4.0
523,11.6,1366 x 768 Pixels,1.1,4.0,64.0,11.0,378.0,Dell,3.0,Gray,Intel,4.0
524,15.6,1920 x 1080 Pixels,4.4,16.0,512.0,10.0,1399.0,Acer,4.0,Black,AMD,8.0
525,14.0,1366 x 768 Pixels,1.2,8.0,128.0,10.0,549.9,Dell,3.0,Gray,Intel,4.0
526,10.1,1280×720 Pixels,2.0,4.0,32.0,5.0,179.99,Tocosy,2.0,White,Intel,4.0
527,11.6,1366 x 768 Pixels,1.0,4.0,32.0,3.0,247.0,HP,4.0,White,Intel,2.0
528,7.0,4K,1.5,8.0,128.0,7.0,730.0,LANRUO,1.0,Black,Intel,2.0
529,14.0,1366 x 768 Pixels,3.0,8.0,256.0,9.0,468.0,HP,4.0,Silver,Intel,2.0
530,15.6,1920 x 1080 Pixels,1.6,8.0,256.0,3.0,649.0,MSI,3.0,Gray,Intel,4.0
531,14.0,1366 x 768 Pixels,4.1,4.0,128.0,11.0,488.99,HP,3.0,Silver,Intel,2.0
532,15.6,1920 x 1080 Pixels,2.0,16.0,512.0,7.0,749.99,HP,3.0,Gray,AMD,6.0
533,14.0,1920 x 1080 Pixels,2.0,4.0,64.0,10.0,249.0,Lenovo,3.0,Gray,Intel,8.0
534,15.6,1920 x 1080 Pixels,1.0,8.0,256.0,3.0,694.99,Dell,6.0,Silver,Intel,4.0
535,14.0,1366 x 768 Pixels,1.1,8.0,128.0,3.0,264.99,HP,4.0,Silver,Intel,4.0
536,15.6,1366 x 768 Pixels,2.3,8.0,256.0,3.0,459.0,HP,5.0,Silver,AMD,2.0
537,15.6,1920 x 1080 Pixels,1.7,16.0,512.0,3.0,359.0,HP,8.0,Gray,Intel,2.0
538,15.6,1920 x 1080 Pixels,1.1,4.0,128.0,3.0,369.0,Acer,4.0,Gray,Intel,2.0
539,15.6,1920 x 1080 Pixels,4.6,16.0,512.0,3.0,1688.0,ASUS,5.0,Gray,AMD,2.0
540,13.3,1280×720 Pixels,4.7,8.0,512.0,14.0,688.88,Acer,2.0,Silver,Intel,4.0
541,13.3,1920 x 1200 Pixels,3.0,16.0,512.0,3.0,1653.0,Dell,2.0,Silver,Intel,4.0
542,15.6,2K,2.6,32.0,128.0,3.0,1799.99,MSI,5.0,Black,Intel,6.0
543,13.3,2K,1.6,8.0,128.0,3.0,649.0,Acer,3.0,Gray,Intel,4.0
544,15.6,1920 x 1080 Pixels,4.2,8.0,256.0,3.0,599.99,Dell,5.0,Gray,Intel,4.0
545,17.3,2K,2.4,16.0,128.0,3.0,1359.0,Dell,5.0,Silver,Intel,4.0
546,11.6,1366 x 768 Pixels,1.1,4.0,64.0,8.0,389.99,Lenovo,3.0,Black,Intel,4.0
547,17.3,1920 x 1080 Pixels,4.6,16.0,128.0,3.0,1679.99,MSI,11.0,Gray,Intel,8.0
548,14.0,1366 x 768 Pixels,2.8,4.0,128.0,3.0,379.99,Lenovo,3.0,Blue,AMD,2.0
549,14.0,1920 x 1080 Pixels,2.1,16.0,256.0,11.0,809.99,Lenovo,3.0,Gray,AMD,1.0
550,15.6,1920 x 1080 Pixels,2.1,12.0,512.0,3.0,649.99,Lenovo,5.0,Blue,AMD,6.0
551,14.0,1920 x 1080 Pixels,3.6,16.0,512.0,9.0,829.99,HP,3.0,Blue,Intel,4.0
552,15.6,1366 x 768 Pixels,1.2,8.0,128.0,10.0,459.99,HP,3.0,Gray,Intel,2.0
553,15.6,1920 x 1080 Pixels,2.6,16.0,256.0,3.0,1099.0,Lenovo,5.0,Gray,Intel,6.0
554,14.0,1920 x 1080 Pixels,4.2,8.0,128.0,3.0,1292.78,Acer,4.0,Gray,Intel,4.0
555,14.0,1366 x 768 Pixels,1.6,4.0,64.0,8.0,255.0,Lenovo,3.0,Black,AMD,2.0
556,15.6,1920 x 1080 Pixels,4.0,8.0,256.0,3.0,549.99,HP,4.0,Silver,AMD,6.0
557,15.6,1920 x 1080 Pixels,5.0,16.0,128.0,3.0,969.66,MSI,8.0,Gray,Intel,4.0
558,14.0,1920 x 1080 Pixels,1.6,16.0,128.0,12.0,1229.95,Oemgenuine,3.0,Black,Intel,4.0
559,15.6,1366 x 768 Pixels,2.3,8.0,128.0,3.0,459.0,Dell,4.0,Gray,Intel,2.0
560,17.3,1920 x 1080 Pixels,2.3,32.0,128.0,3.0,1649.0,PROSTAR,5.0,Gray,Intel,8.0
561,14.0,2K,2.1,4.0,64.0,12.0,321.99,HP,3.0,Gray,Intel,2.0
562,14.0,1366 x 768 Pixels,2.6,16.0,512.0,10.0,679.99,HP,4.0,Gray,AMD,2.0
563,14.0,1920 x 1080 Pixels,1.8,16.0,512.0,3.0,1499.95,Oemgenuine,3.0,Black,Intel,4.0
564,17.3,1600 x 900 Pixels,1.0,8.0,128.0,3.0,609.99,Acer,6.0,Black,Intel,4.0
565,11.6,1366 x 768 Pixels,1.3,4.0,512.0,10.0,96.0,N&N,2.0,Silver,Intel,2.0
566,15.6,1920 x 1080 Pixels,5.0,16.0,128.0,3.0,1499.0,ASUS,4.0,Gray,Intel,6.0
567,14.0,1366 x 768 Pixels,1.1,4.0,64.0,11.0,279.99,HP,3.0,Gray,Intel,2.0
568,15.6,1920 x 1080 Pixels,2.4,16.0,128.0,3.0,879.0,HP,3.0,Gray,Intel,4.0
569,14.0,1920 x 1080 Pixels,2.6,4.0,64.0,3.0,392.99,ASUS,3.0,Gray,Intel,2.0
570,15.6,1920 x 1080 Pixels,2.4,16.0,512.0,10.0,870.37,Dell,6.0,Black,Intel,1.0
571,15.6,1366 x 768 Pixels,3.8,12.0,256.0,3.0,688.0,HP,3.0,Silver,AMD,4.0
572,14.0,2K,2.5,16.0,128.0,3.0,2139.9,ASUS,4.0,Gray,Intel,8.0
573,14.0,1920 x 1080 Pixels,2.8,16.0,512.0,3.0,1795.0,Lenovo,5.0,Gray,Intel,4.0
574,15.6,1920 x 1080 Pixels,3.4,8.0,128.0,3.0,444.44,ASUS,3.0,Gray,AMD,2.0
575,14.0,1366 x 768 Pixels,1.1,4.0,64.0,3.0,289.99,HP,3.0,Gray,Intel,2.0
576,14.0,1366 x 768 Pixels,1.1,4.0,64.0,11.0,309.0,HP,3.0,Black,Intel,2.0
577,14.0,1920 x 1080 Pixels,2.6,8.0,256.0,9.0,347.0,CHUWI,3.0,Gray,Intel,4.0
578,15.6,1920 x 1080 Pixels,4.2,8.0,256.0,3.0,599.99,Dell,5.0,Gray,Intel,4.0
579,14.0,1366 x 768 Pixels,2.6,16.0,512.0,3.0,529.0,HP,4.0,Silver,AMD,2.0
580,14.0,1920 x 1080 Pixels,2.1,16.0,256.0,11.0,809.99,Lenovo,3.0,Gray,AMD,1.0
581,15.6,1920 x 1080 Pixels,4.8,16.0,128.0,3.0,1839.99,ASUS,5.0,Black,Intel,12.0
582,14.0,1366 x 768 Pixels,3.0,8.0,256.0,3.0,499.99,HP,4.0,Gray,Intel,2.0
583,15.6,1920 x 1080 Pixels,2.8,8.0,256.0,10.0,1149.74,Dell,3.0,Black,Intel,1.0
584,14.0,1366 x 768 Pixels,2.1,4.0,32.0,10.0,235.0,Lenovo,3.0,Black,Intel,2.0
585,11.6,1366 x 768 Pixels,2.6,4.0,32.0,10.0,219.0,Nowco,4.0,Gray,Intel,2.0
586,15.6,1920 x 1080 Pixels,2.5,16.0,512.0,3.0,869.0,Evoo,4.0,Gray,Intel,4.0
587,15.6,1366 x 768 Pixels,2.3,8.0,256.0,3.0,459.0,HP,5.0,Silver,AMD,2.0
588,11.6,1366 x 768 Pixels,2.6,4.0,32.0,10.0,219.0,Nowco,4.0,Gray,Intel,2.0
589,15.6,1920 x 1080 Pixels,2.5,16.0,512.0,3.0,869.0,Evoo,4.0,Gray,Intel,4.0
590,14.0,1920 x 1080 Pixels,4.3,16.0,512.0,3.0,871.69,Lenovo,5.0,Gray,AMD,8.0
591,15.6,1366 x 768 Pixels,2.4,4.0,256.0,9.0,424.95,HP,5.0,Silver,AMD,2.0
592,15.6,1920 x 1080 Pixels,1.8,16.0,512.0,3.0,939.99,Dell,3.0,Silver,AMD,8.0
593,10.1,1280×720 Pixels,1.44,4.0,32.0,5.0,199.88,Smart-US,1.0,Pink,Intel,4.0
594,14.0,1920 x 1080 Pixels,3.4,4.0,64.0,10.0,489.99,ASUS,2.0,Silver,Intel,2.0
595,15.6,1920 x 1080 Pixels,2.6,32.0,128.0,3.0,1699.0,MSI,4.0,Black,Intel,6.0
596,15.6,1920 x 1080 Pixels,4.1,16.0,256.0,3.0,588.66,Dell,3.0,Black,Intel,4.0
597,15.6,1920 x 1080 Pixels,5.0,16.0,512.0,3.0,1799.0,GIGABYTE,5.0,Black,Intel,6.0
598,14.0,1920 x 1080 Pixels,4.2,16.0,512.0,3.0,729.99,Lenovo,4.0,Gray,Intel,4.0
599,15.6,1366 x 768 Pixels,2.3,4.0,128.0,3.0,392.43,HP,6.0,Gray,AMD,2.0
600,17.3,1920 x 1080 Pixels,2.4,32.0,512.0,3.0,3299.99,Razer,6.0,Black,Intel,1.0
601,14.0,1366 x 768 Pixels,2.6,8.0,128.0,3.0,499.0,HP,3.0,Silver,AMD,2.0
602,15.6,1920 x 1080 Pixels,2.3,8.0,64.0,3.0,743.98,MSI,7.0,Gray,Intel,4.0
603,15.6,1920 x 1080 Pixels,2.9,8.0,512.0,3.0,887.0,Lenovo,6.0,Gray,AMD,8.0
604,15.6,1920 x 1080 Pixels,2.8,16.0,512.0,3.0,1069.0,Dell,3.0,Gray,Intel,4.0
605,11.6,1920 x 1080 Pixels,1.6,4.0,64.0,4.0,279.0,Gateway,2.0,Black,AMD,2.0
606,14.0,1920 x 1080 Pixels,2.4,4.0,256.0,4.0,489.0,SHOXLAB,3.0,Gray,AMD,4.0
607,14.0,1920 x 1080 Pixels,1.6,8.0,512.0,4.0,699.0,MSI,2.0,Gray,Intel,4.0
608,15.6,1920 x 1080 Pixels,4.2,12.0,256.0,4.0,619.0,Dell,9.0,Gray,Intel,4.0
609,15.6,1920 x 1080 Pixels,5.0,16.0,128.0,5.0,1715.0,Acer,4.0,Gray,Intel,6.0
610,14.0,1920 x 1080 Pixels,2.6,8.0,128.0,7.0,499.99,Legendary Computer,3.0,Blue,AMD,2.0
611,15.6,1920 x 1080 Pixels,1.1,8.0,128.0,4.0,419.99,HP,3.0,Gray,Intel,2.0
612,14.0,1920 x 1080 Pixels,5.1,16.0,512.0,4.0,999.0,MSI,2.0,Beige Mousse,Intel,4.0
613,15.6,1920 x 1080 Pixels,1.8,16.0,256.0,4.0,849.0,HP,3.0,Silver,AMD,8.0
614,15.6,1366 x 768 Pixels,2.3,8.0,256.0,4.0,499.0,Dell,4.0,Black,AMD,2.0
615,14.0,1366 x 768 Pixels,3.0,8.0,128.0,8.0,549.0,HP,3.0,Silver,Intel,2.0
616,15.6,1920 x 1080 Pixels,4.5,16.0,512.0,4.0,999.0,GIGABYTE,4.0,Black,Intel,6.0
617,15.6,1366 x 768 Pixels,1.2,8.0,256.0,5.0,499.99,Lenovo,4.0,Blue,Intel,2.0
618,14.0,1366 x 768 Pixels,2.1,16.0,128.0,4.0,1049.95,Oemgenuine,3.0,Gray,AMD,4.0
619,14.0,1920 x 1080 Pixels,2.0,4.0,64.0,10.0,219.0,Lenovo,4.0,Gray,Intel,8.0
620,13.3,1920 x 1080 Pixels,2.1,8.0,128.0,4.0,565.55,Lenovo,4.0,Gray,AMD,1.0
621,15.6,1366 x 768 Pixels,1.6,12.0,256.0,12.0,712.81,HP,3.0,Silver,Intel,4.0
622,15.6,1920 x 1080 Pixels,3.0,8.0,256.0,9.0,889.99,Lenovo,6.0,Black,AMD,1.0
623,15.6,1920 x 1080 Pixels,2.9,32.0,128.0,4.0,1439.99,ASUS,5.0,Black,Intel,8.0
624,11.6,1366 x 768 Pixels,2.6,4.0,32.0,4.0,309.0,HP,2.0,Gray,Intel,2.0
625,17.3,1600 x 900 Pixels,1.0,16.0,128.0,9.0,769.0,Lenovo,4.0,Blue,Intel,4.0
626,15.6,1920 x 1080 Pixels,1.1,8.0,128.0,4.0,419.99,HP,3.0,Gray,Intel,2.0
627,14.0,1920 x 1080 Pixels,1.8,4.0,64.0,10.0,298.99,Lenovo,5.0,Black,AMD,2.0
628,15.6,1920 x 1080 Pixels,4.1,8.0,256.0,4.0,499.99,HP,3.0,Silver,Intel,2.0
629,10.1,1024*600,1.96,4.0,32.0,5.0,218.86,Goldengulf,2.0,Black,Intel,4.0
630,11.6,1366 x 768 Pixels,2.0,4.0,32.0,6.0,239.0,Acer,2.0,Silver,Intel,8.0
631,15.6,1920 x 1080 Pixels,3.3,8.0,256.0,4.0,949.0,Dell,5.0,Gray,AMD,6.0
632,15.6,1920 x 1080 Pixels,2.4,8.0,256.0,4.0,889.0,Lenovo,5.0,Gray,Intel,4.0
633,15.6,1920 x 1080 Pixels,1.3,12.0,256.0,4.0,999.0,Lenovo,3.0,Gray,Intel,4.0
634,15.6,1920 x 1080 Pixels,2.0,16.0,256.0,12.0,999.0,Lenovo,4.0,Black,AMD,8.0
635,14.0,1366 x 768 Pixels,2.4,4.0,128.0,6.0,324.0,Lenovo,3.0,Black,Intel,2.0
636,15.6,1920 x 1080 Pixels,2.6,16.0,512.0,10.0,1068.0,XPG,4.0,Black,Intel,6.0
637,14.0,1366 x 768 Pixels,3.0,16.0,256.0,4.0,639.99,Dell,3.0,Gray,Intel,2.0
638,15.6,1920 x 1080 Pixels,2.5,8.0,256.0,4.0,369.0,Yonader,3.0,Gray,Intel,1.0
639,17.3,1920 x 1080 Pixels,4.0,32.0,64.0,6.0,899.99,HP,4.0,Silver,AMD,6.0
640,14.0,1366 x 768 Pixels,1.4,4.0,128.0,4.0,309.0,Lenovo,3.0,Blue,AMD,2.0
641,14.0,1920 x 1080 Pixels,4.1,8.0,256.0,9.0,549.99,HP,4.0,Silver,Intel,2.0
642,14.0,1366 x 768 Pixels,1.1,4.0,128.0,10.0,189.0,Lenovo,4.0,Blue,Intel,2.0
643,17.3,1600 x 900 Pixels,1.3,16.0,128.0,4.0,899.0,ASUS,8.0,Blue,Intel,4.0
644,14.0,1366 x 768 Pixels,1.1,4.0,128.0,10.0,189.0,Lenovo,4.0,Blue,Intel,2.0
645,17.3,1600 x 900 Pixels,2.1,16.0,512.0,4.0,748.99,HP,5.0,Silver,AMD,6.0
646,17.3,1920 x 1080 Pixels,2.5,16.0,128.0,4.0,1159.99,MSI,4.0,Black,Intel,4.0
647,17.3,2K,1.3,16.0,128.0,3.0,1682.88,LG,2.0,Blue,Intel,4.0
648,10.1,1024*600,1.5,8.0,128.0,4.0,158.86,Goldengulf,1.0,Pink,Intel,4.0
649,17.3,1920 x 1080 Pixels,2.3,16.0,512.0,4.0,1499.0,Sager,5.0,Blue,Intel,8.0
650,14.0,1366 x 768 Pixels,2.6,8.0,256.0,4.0,355.0,HP,4.0,Blue,AMD,1.0
651,13.3,1920 x 1080 Pixels,4.2,16.0,128.0,12.0,999.0,Google,2.0,Black,Intel,5.0
652,17.3,1920 x 1080 Pixels,4.6,32.0,128.0,8.0,1649.99,Acer,5.0,Black,Intel,8.0
653,15.6,1920 x 1080 Pixels,1.0,8.0,256.0,4.0,629.0,Dell,5.0,Blue,Intel,4.0
654,11.6,1280 x 800 Pixels,1.4,4.0,512.0,1.0,89.0,Dell,2.0,Black,Intel,1.0
655,15.6,1920 x 1080 Pixels,1.8,16.0,128.0,4.0,1130.0,Dell,3.0,Blue,AMD,8.0
656,15.6,1920 x 1080 Pixels,4.1,8.0,128.0,4.0,409.0,Dell,5.0,Blue,AMD,4.0
657,14.0,1366 x 768 Pixels,2.3,4.0,128.0,10.0,369.0,HP,3.0,Black,AMD,2.0
658,15.6,1920 x 1080 Pixels,2.9,16.0,128.0,4.0,569.0,HP,5.0,Blue,AMD,2.0
659,14.0,1366 x 768 Pixels,1.1,4.0,32.0,4.0,189.0,ASUS,3.0,Gray,Intel,2.0
660,15.6,1920 x 1080 Pixels,4.1,8.0,128.0,8.0,919.98,Acer,5.0,Black,Intel,4.0
661,14.0,1366 x 768 Pixels,1.1,4.0,128.0,12.0,399.0,ASUS,2.0,Pink,Intel,2.0
662,14.0,1366 x 768 Pixels,2.3,8.0,512.0,4.0,310.0,HP,4.0,Blue,AMD,1.0
663,15.6,1366 x 768 Pixels,3.4,4.0,128.0,4.0,399.9,Dell,6.0,Blue,Intel,2.0
664,11.6,1366 x 768 Pixels,1.1,4.0,32.0,10.0,177.0,Lenovo,2.0,Black,Intel,2.0
665,17.3,1920 x 1080 Pixels,2.6,16.0,512.0,4.0,1099.0,MSI,5.0,Black,Intel,6.0
666,15.6,1920 x 1080 Pixels,4.0,12.0,512.0,4.0,618.0,Lenovo,5.0,Blue,AMD,4.0
667,15.6,1920 x 1080 Pixels,4.1,32.0,256.0,9.0,979.99,Dell,3.0,Silver,AMD,8.0
668,15.6,1366 x 768 Pixels,2.3,4.0,128.0,4.0,379.0,Dell,4.0,Blue,Intel,4.0
669,15.6,1366 x 768 Pixels,2.4,8.0,64.0,10.0,280.0,ASUS,3.0,Silver,Intel,2.0
670,15.6,1920 x 1080 Pixels,2.4,32.0,128.0,4.0,1259.0,Lenovo,3.0,Blue,Intel,4.0
671,11.6,1366 x 768 Pixels,1.6,4.0,64.0,10.0,249.0,ASUS,4.0,Blue,Intel,2.0
672,15.6,1920 x 1080 Pixels,2.6,32.0,512.0,4.0,989.0,HP,4.0,Black,Intel,4.0
673,14.0,2K,1.44,4.0,2000.0,7.0,219.0,Thomson,2.0,Blue,Intel,2.0
674,14.0,1920 x 1080 Pixels,2.6,4.0,64.0,4.0,318.0,ASUS,2.0,Blue,Intel,2.0
675,15.6,1920 x 1080 Pixels,2.6,16.0,512.0,4.0,1296.88,Lenovo,5.0,Black,Intel,6.0
676,14.0,1366 x 768 Pixels,3.5,4.0,2000.0,8.0,369.99,HP,3.0,Blue,AMD,1.0
677,13.3,1920 x 1080 Pixels,1.6,8.0,256.0,14.0,709.99,HP,4.0,Gold,Intel,4.0
678,15.6,2K,2.4,8.0,64.0,6.0,349.99,Teclast,4.0,Blue,Intel,2.0
679,11.6,1920 x 1080 Pixels,2.4,4.0,64.0,8.0,329.0,IProda,2.0,Silver,Intel,4.0
680,10.1,1920 x 1080 Pixels,2.1,4.0,128.0,10.0,339.0,Lenovo,3.0,Black,Intel,8.0
681,15.6,1920 x 1080 Pixels,3.9,12.0,512.0,6.0,789.99,DERE,3.0,Silver,Intel,2.0
682,14.0,1920 x 1080 Pixels,2.1,8.0,512.0,9.0,599.0,ASUS,3.0,Gray,AMD,4.0
683,15.6,1920 x 1080 Pixels,2.0,8.0,256.0,8.0,388.0,TMM,3.0,Blue,Intel,4.0
684,15.6,1920 x 1080 Pixels,4.5,8.0,512.0,4.0,1099.66,MSI,7.0,Blue,Intel,6.0
685,15.6,1920 x 1080 Pixels,4.6,32.0,128.0,4.0,2199.0,GIGABYTE,10.0,Black,Intel,8.0
686,17.3,1920 x 1080 Pixels,2.6,20.0,128.0,4.0,849.0,ASUS,5.0,Blue,AMD,2.0
687,13.3,4K,4.7,16.0,128.0,4.0,1699.99,ASUS,2.0,Black,Intel,4.0
688,15.6,1920 x 1080 Pixels,5.0,16.0,128.0,4.0,1599.99,Razer,7.0,Black,Intel,6.0
689,11.6,1366 x 768 Pixels,1.1,4.0,32.0,4.0,249.0,HP,2.0,Blue,Intel,2.0
690,14.0,1366 x 768 Pixels,1.1,4.0,32.0,10.0,239.0,HP,4.0,Gray,Intel,2.0
691,15.6,1366 x 768 Pixels,2.6,20.0,512.0,6.0,649.0,Lenovo,4.0,Black,AMD,2.0
692,12.5,1920 x 1200 Pixels,1.5,4.0,64.0,10.0,347.0,Samsung Electronics,2.0,Black,Intel,1.0
693,11.6,1366 x 768 Pixels,1.6,4.0,32.0,1.0,289.0,ASUS,2.0,Blue,Intel,2.0
694,14.0,1920 x 1080 Pixels,2.3,16.0,512.0,5.0,765.96,Dell,3.0,Blue,AMD,6.0
695,14.0,1920 x 1200 Pixels,4.7,8.0,512.0,4.0,1199.99,LG,2.0,Black,Intel,4.0
696,15.6,1920 x 1080 Pixels,5.0,16.0,128.0,6.0,1459.99,OMEN,5.0,Black,Intel,6.0
697,17.3,1920 x 1080 Pixels,2.6,16.0,128.0,4.0,1449.0,MSI,5.0,Black,Intel,6.0
698,14.0,1920 x 1080 Pixels,2.8,16.0,512.0,4.0,1049.0,Dell,5.0,Gray,Intel,4.0
699,14.0,1920 x 1080 Pixels,1.1,4.0,64.0,10.0,319.99,HP,3.0,Blue,Intel,4.0
700,15.6,1920 x 1080 Pixels,2.3,8.0,512.0,6.0,699.0,Lenovo,3.0,Blue,AMD,8.0
701,13.3,2K,4.4,16.0,512.0,3.0,1419.98,Lenovo,2.0,Black,Intel,4.0
702,13.3,1366 x 768 Pixels,2.1,4.0,128.0,10.0,654.99,Dell,2.0,Gray,Intel,1.0
703,14.0,1366 x 768 Pixels,1.1,16.0,64.0,4.0,209.99,Lenovo,3.0,Black,Intel,4.0
704,17.3,1920 x 1080 Pixels,2.5,16.0,512.0,4.0,1129.99,MSI,4.0,Blue,Intel,4.0
705,11.6,1366 x 768 Pixels,1.3,4.0,32.0,10.0,302.0,Lenovo,2.0,White,Intel,4.0
706,16.1,1920 x 1080 Pixels,2.5,8.0,512.0,4.0,929.0,HP,5.0,Black,Intel,6.0
707,15.6,1920 x 1080 Pixels,1.6,32.0,128.0,4.0,1279.0,Lenovo,4.0,Black,Intel,4.0
708,17.3,1920 x 1080 Pixels,2.6,24.0,128.0,4.0,1029.0,HP,5.0,Silver,AMD,6.0
709,14.0,1366 x 768 Pixels,1.1,4.0,64.0,3.0,243.29,HP,3.0,Black,Intel,2.0
710,15.6,1366 x 768 Pixels,1.2,4.0,128.0,4.0,397.0,Lenovo,4.0,Almond,Intel,2.0
711,13.3,1920 x 1080 Pixels,1.2,16.0,1000.0,4.0,1647.0,Dell,2.0,Silver,Intel,4.0
712,17.3,1920 x 1080 Pixels,2.5,16.0,512.0,4.0,1129.99,MSI,4.0,Blue,Intel,4.0
713,15.6,1920 x 1080 Pixels,3.6,12.0,256.0,4.0,369.0,CHUWI,3.0,Black,Intel,4.0
714,11.6,1366 x 768 Pixels,1.7,4.0,64.0,4.0,259.99,Lenovo,2.0,White,Intel,1.0
